id	qid1	qid2	question1	question2	is_duplicate
5528	10869	10870	Will Hourman be back on DC's Legends of Tomorrow?	What's so good about DC's Legends of Tomorrow?	0
5529	10871	10872	Is this workout good enough?	Is this workout good?	0
5530	10873	10874	How is FIITJEE Delhi?	This is a general opinion that VMC is better than FIITJEE. Still most of the Delhi toppers are from FIITJEE. Why is it so?	0
5531	10875	10876	How do I get admission in government schools of Delhi for 11th Arts if I am from other state?	How can I get admissions in a good school in 11th?	0
5532	10877	10878	Could PIE have developed initially in Anatolia, subsequently acquired by the Yamanaya, and spread by them with the wheel and the horse?	Were Julius and Ethel Rosenberg framed and subsequently murdered by the US government?	0
5533	10879	10880	What is considered sexist now?	Would this be considered sexist?	0
5534	10881	10882	How do I prepare for a general quiz in Delhi?	How do I prepare for a general quiz?	0
5535	10883	10884	Does a ketogenic diet really work?	What is Ketogenic Diet and does Ketogenic Diet really work?	0
5536	10885	10886	What can you do after completing defence and strategic studies?	Can I do MSc (international relations) after doing my ba in defence and strategic studies?	0
5537	10887	10888	I'm 183cm (6 foot) but I want to be shorter. Does it happen with hormones? Is there any way to get shorter?	Why have I become shorter in height?	0
5538	10889	10890	What are the best lyrics of Bollywood?	Which are the best lyrics in Bollywood?	1
5539	10891	10892	What things do general category Indians should know but they don't?	What shocking things do most Indians not know?	0
5540	10893	10894	How do you take a screenshot of a video on your laptop?	How do I take video screenshots on a PC?	0
5541	10895	10896	How is demonetizing the Rs 500 and 1000 currencies affects Indian economy? How this affect the black money in Swiss accounts?	What will happen to corruption money deposited by Indian politicians in Swiss bank after banning 500 and 1000 rupees notes?	1
5542	10897	10898	I am looking for good harem anime with a male lead do you think you could suggest some anime?	Why does the latest anime animation (3D) look so weird? 	0
5543	10899	10900	What is a good way to become motivated?	What is the best way to be motivated?	1
5544	10901	10902	In what website can you get unbiased information on the political candidates?	Are there any websites that are dedicated to giving unbiased views and descriptions on all the presidential candidates running in 2016?	0
5545	10903	10904	Is CNN biased against Trump?	Is Donald Trump right that CNN is biased against him?	1
5546	10905	10906	Why my answer was collapsed?	How does an answer get collapsed on Quora?	1
5547	10907	10908	What is your score in KVPY SA 2016 (aptitude test)? What is the expected cutoff?	How was KVPY SA 2016?	1
5548	10909	5297	How do I control anger in office?	How do you control your anger?	0
5549	10910	10911	What was the worst thing to happen to you for being rude?	What is the worst thing that happened to you for being rude?	1
5550	10912	10913	What are some ideas for projects in data structures using C/C++?	What projects can I do if I have good knowledge of C language and data structures and algorithms?	1
5551	10914	10915	Why has the RBI launched the 1000 rupee coin? What is the significance of it?	Is RBI really launching new 2000 rupee notes?	0
5552	10916	10917	Will Hillary Clinton win this election?	Will Hillary win the election?	1
5553	10918	10919	What universities does Verizon recruit new grads from? What majors are they looking for?	What universities do Qualcomm recruit new grads from? What majors are they looking for?	0
5554	10920	10921	Danish research on terrorism?	What are the best reactions on Twitter to the drama at the 2016 Republican National Convention?	0
5555	10922	10923	Legally, does a majority shareholder have to own 50%, 50.1% or 51%?	For a start-up with two co-founders, is it more beneficial to split equity 50/50 or split 51/49, such that one person is the defined leader?	0
5556	10924	10925	In a meteor shower, why don't we see the meteors rise towards the sky from the horizon?	How do meteor showers form?	0
5557	10926	10927	Does it annoy you when you answer a question on Quora, and then the question is later edited in such a way that makes your answer look stupid?	"What does a good answer on Quora look like? What does it mean to ""be helpful""?"	0
5558	10928	10929	Can we tell the person about crush?	Is it common for people not to wear underwear in your country?	0
5559	10930	10931	Help required ..want to pay house rent (35000)pak rupees and father has died brother is jobless each penny from your side consider me alottt!!!	Where can I teach underprivileged students in Delhi, I am really good in Science?	0
5560	10932	10933	What are the characteristics of a Totalitarian?	What are the characteristics of a totalitarian government?	0
5561	10934	10935	Why my friend ignores me?	What can I do when my friend ignores me?	0
5562	10936	10937	How long does a woman's orgasm usually last?	What is the best way to get an orgasm?	0
5563	10938	10939	Which is the greatest theft that has happened in the history of the world?	What is the greatest theft of wealth in history?	1
5564	10940	10941	What is the impact of Indian culture on media?	What is the impact of Indian culture on other cultures?	0
5565	10942	10943	Where can I find a professional hacker?	Where can I hire an email hacker?	1
5566	10944	10945	If a genie grants you one wish, what would you ask for?	If you were granted one wish, what would you ask for?	1
5567	10946	4044	How could I gain weight quickly?	How can I lose weight quickly?	0
5568	10947	10948	Why do I always become bored in relationships?	Why do relationships become boring after a while?	0
5569	10120	10949	How can I find my all Gmail accounts?	Where is my other gmail accounts?	1
5570	10950	10951	How do I watch Amazon Instant Video on Nexus 7?	How do you watch Amazon instant video?	0
5571	2862	10952	Which comment do girls like the most?	What is the most inspiring comment one has ever got?	0
5572	10953	10954	What is the difference between c++ and Java?	What is difference between c++ and java basic not tough?	1
5573	10955	10956	"Can we write ""attrib -s -r -h *.* /s /b /l"" command in admin command prompt for c:/ ? What happens by writing this command?"	How do I repeat a command at regular intervals using command prompt?	0
5574	10957	10958	Why does Quora coexist in a Google world, when so many answers are a simple search away?	Why do we need to use Quora when we have Google to search for answers?	1
5575	10959	10960	What do people of Pakistan think about Indians?	What do Pakistanis think about Indian people?	1
5576	10961	10962	What does it feel like to be in a lesbian relationship compared to a straight one?	What is it like to be in a lesbian relationship compared to a straight relationship?	1
5577	10963	10964	Are humans supposed to be white, black or brown by God's plan?	How could Eminem rap so fast in 'Rap God'? Is that supposed to be possible by humans, without any fast-forwarding or other technological help?	0
5578	6675	10965	Who won the second debate?	Who do you think won the second 2016 Presidential debate?	1
5579	10966	10967	How would be the economic relationship between India and America if Hillary Clinton becomes the President?	If Hillary Clinton wins the presidential elections, how will it effect India's relationship with the US?	1
5580	10968	10969	How can I improve my artist sketches?	What do you think of my drawings?	0
5581	10970	10971	What would have happened if Afzhalkhan would not have attacked King Shivaji first?	Has Facebook Live been successful?	0
5582	10972	10973	Am I dumb if I never have to think much?	Am I dumb? 	0
5583	10974	10975	How do you transfer PDF files to a Kindle Paperwhite?	How is reading on a Kindle?	0
5584	10976	10977	Chinese Food: What is the best way to reheat pork buns?	What is the right way to reheat food in a microwave?	0
5585	10978	10979	Why do people trust Quora?	Should I trust answers on Quora?	0
5586	10980	10981	What are the best way to become a cyber security expert?	How do I become an Information Security Expert?	1
5587	10982	10983	Why Indian govt can't get hold of Dawood Ibrahim in spite of knowing almost everything about him for so many years?	Can India ever get hold of Dawood Ibrahim? How and when?	0
5588	10984	10985	What is the biggest regret you will have in the future?	What is the biggest regret?	0
5589	10986	10987	Relationship wise, what are some reasons why a person doesn't reply after an argument?	If the person you like doesn't reply to messages, what does it mean?	0
5590	10988	10989	What was the significance of Severus Snape and Lily Potter having the same Patronus?	Would Severus Snape have been more kind if Harry Potter was as good at Potions as Lily?	0
5591	10990	10991	How would it be if Shiva trilogy was made into a TV series?	Should a TV series on the Shiva Trilogy be made?	1
5592	10992	10993	Has Barack Obama been a successful President?	How good was Barack Obama as American president?	0
5593	10994	10995	How does our mind work?	How does the mind work?	1
5594	10996	10997	What is the best feeling that you have ever had in your life?	What are some of the best feelings in life?	1
5595	10998	10999	What are the three components of the cell theory?	What is Cell Theory, and what are some examples of it?	0
5596	11000	11001	What are the most annoying questions that you feel ridiculous in Quora?	What are the most annoying types of questions on Quora?	1
5597	11002	11003	How do I raise funds?	How do I raise funds for a cause?	1
5598	11004	11005	What are the best methods to do well in the entrance exams of top colleges and catch up with my friends?	A mute went to a completely new place. He wanted to drink some water in a house owned by a blind person. How will the mute ask the blind person for water?	0
5599	11006	11007	How are the Hunger Games trilogy books?	Which book of the Hunger Games trilogy is the best?	0
5600	11008	11009	What are some of the most mind-blowing facts about Mumbai?	What facts about Mumbai would people not believe unless they came to Mumbai?	1
5601	11010	11011	What is the temperament of a Lab/St. Bernard mix?	What is the temperament of a Lab/Pitbull mix?	0
5602	11012	11013	How can I delete my own question from Quora?	How do I erase all my answers and question on Quora?	1
5603	11014	11015	Which sex position women like most?	Which sex position do girls like?	1
5604	11016	11017	What are pros and cons of Mastercard gift cards?	What are the circumstances around which a MasterCard gift card would not be able to make an online purchase?	0
5605	11018	11019	How did Pancho Villa die?	Who was Pancho Villa? How did he die?	1
5606	11020	11021	Is it possible for conduction current to be equal to displacement current?	Is it true that displacement current be equal to conduction current?	0
5607	11022	11023	What is the full form of etc?	What is the full form of GAHSSR?	0
5608	11024	11025	What should I gift my husband on our first wedding anniversary?	What gift should I give to my husband for our first anniversary?	1
5609	11026	11027	What is actually happening in Aleppo?	What is happening in Aleppo, Syria?	1
5610	11028	11029	How does it feel to be an entrepreneur and an employee?	How does it feel to be an entrepreneur?	0
5611	11030	11031	What are good places to get food on Stanford campus?	What are good strategies to get laid at Stanford University?	0
5612	10670	11032	What will happen after I die?	What happens after you die? (Human Being)	1
5613	11033	734	What is in the Bermuda triangle?	What do you think about the Bermuda Triangle?	0
5614	11034	1194	What is the solution of Kashmir problem?	What is solution to Kashmir issue?	1
5615	11035	11036	World War II: How are the cognitive skills needed for submarine aces different from the cognitive skills needed for fighter aces?	World War II: How are the cognitive skills needed for ground-attack aces different from the cognitive skills needed for fighter aces?	0
5616	11037	11038	Is India better than Pakistan?	What kept Pakistan from developing at the same pace as India?	0
5617	11039	11040	Which washing machine is the best in India?	Household Appliances: Which brand is best in washing machine?	0
5618	11041	11042	How do I deal with being emotionally unstable?	I am emotionally unstable at times. What should I do to get rid of it?	0
5619	11043	11044	I'm interviewing with Facebook at Menlo Park, can I join Seattle team if I pass?	How is Akshay Kumar considered India's highest taxpayer in spite of him being a Canadian citizen?	0
5620	11045	11046	What is the best introduction to computer science books?	What is a great introduction to computer science book?	1
5621	11047	11048	What is it like to be beautiful? Not just pretty or hot, but the kind of almost objective beauty that people are sometimes intimidated by?	Anyway product really helps in hair growth?	0
5622	11049	11050	How much salary does a software engineer gets per month in India?	Seriously, what is the salary for Software Engineers in India?	1
5623	11051	11052	What was the horniest you have ever felt in life?	Have you ever felt that the world has dumbed down?	0
5624	11053	11054	Where can I find screenshots of the Facebook News Feed changing over time?	How has Facebook's UI changed over time?	0
5625	11055	11056	What must I do to have good handwriting?	What are some ways to get good handwriting?	1
5626	11057	11058	What do you really know about Algeria?	What do you know about Algeria?	1
5627	11059	11060	Do you enjoy paying your income tax?	Do I have to pay income tax?	0
5628	11061	11062	How do I make my penis bigger?	How can I make my penis bigger without surgery?	0
5629	11063	11064	Which is best ejabberd or openfire?	Should I use ejabberd or GCM?	0
5630	11065	11066	What is the civil engineering?	What is civil engineering all about?	1
5631	11067	11068	What is the meaning of the Hindi word 'sharbat'?	What is the English translation of the Hindi word “Chikitsa”?	0
5632	11069	11070	How do I gain healthy weight without eating junk?	What are some of the best ways to gain weight in a healthy way?	1
5633	11071	11072	What book can you recommend me, that gives an electrical engineer an introduction to financial & business world?	Can I join naval academy with -2.0 myopia…?	0
5634	11073	11074	Which universirty is good for ms in computer science nz or usa?	Which country is better for an MS in computer science, the USA or Canada?	0
5635	11075	11076	If one of your wish could become reality,what would you wish for ?	If you could have one wish what would it be?	1
5636	11077	11078	What are the characteristics of a Pitbull/Chihuahua mix?	What are the character traits of a Pitbull/Chihuahua mix?	1
5637	11079	11080	Do you like going to concerts?	Can I go to a concert with friends?	0
5638	11081	11082	What makes you want to vote for Hillary Clinton?	Why would anyone vote for Hillary Clinton?	1
5639	11083	11084	What is the most translated video in the world?	Can someone translate this video?	0
5640	11085	11086	Is it normal to just feel happy for no reason and can weather do that?	Just got my 15 inches cut off my hair. Is it normal that I feel emotional?	0
5641	11087	11088	What are the properties of quantum spin liquid?	What is a quantum spin liquid?	1
5642	11089	11090	Do people know when you unfollow them on Instagram?	In what way can I grasp more followers on Instagram?	0
5643	11091	11092	What is the fastest way to lose weight safely?	How do I lose weight in a short time?	1
5644	11093	11094	How can Activia yogurt aid with weight loss?	Why do some people think Activia Yogurt can help you lose weight?	1
5645	11095	11096	What do you know about industrial quota seats in Anna University?	How many seats are in each department at the Anna University?	0
5646	11097	11098	Which chicken breeds are the toughest or most aggressive?	What is the friendliest and most docile breed of chicken?	0
5647	11099	11100	How do I get tickets for The Kapil Sharma Show ?	Does Kapil Sharma pay celebrities to come to his show?	0
5648	11101	11102	What does a human being experience in the first few seconds following decapitation?	Has there ever been a case of a decapitated head speaking to someone, even if just for a few seconds?	0
5649	11103	11104	What do Americans think about Donald Trump?	What do you think about Donald Trump pick?	1
5650	11105	11106	Do you know about the greatest adornments designed by the fashion designers to beautify women's natural beauty?	Which is the greatest invention to date?	0
5651	11107	11108	Working model of physics for class 12 related to energy? As we are 3 class mate in a project.	Is Lenovo A6600 better than Moto G?	0
5652	11109	11110	Which is the best LG refrigerator repair center in Hyderabad?	Where is the best LG refrigerator repair center in Hyderabad?	1
5653	11111	11112	What does a hair transplant that lasts a lifetime cost?	What is the cost of hair transplantation?	0
5654	11113	11114	What is the best book on self-development and leadership?	What are the best books about leadership?	1
5655	11115	11116	What is the best lucky number?	What is lucky number?	0
5656	11117	11118	What is the best way to learn design patterns?	What is the easiest way to learn Design Patterns in C++?	0
5657	11119	11120	How can I make someone feel important?	How can I make anyone feel important?	1
5658	11121	11122	Why can a database table have only one primary key?	Can phone number be used as a primary key in a database (MS Access) while normalising?	0
5659	11123	11124	Why does more valence electrons mean more electronegativity?	What's the amount of valence electrons in copper?	0
5660	11125	11126	What is the expected neet 2 cutoff?	What is the expected cut off for Neet 2016?	1
5661	11127	11128	What should I do after a BTech in CSE?	What should I do after Btech from CSE?	1
5662	11129	11130	What is the difference between fibre, yarn and fabric?	Are there yarn shops in Alaska?	0
5663	11131	11132	What suggestion should i given to my younger sister as she leaving home first time for her further education in the urban area?	Would an LoR written by a colleague who's experience is lesser than the person who's applying be considered for schools like Harvard?	0
5664	11133	11134	What is the difference between collateral and mortgage?	What is the difference between leverage and mortgage?	0
5665	11135	11136	Acting: What is the difference between film and theatre actors?	What is the difference between acting in a play and acting in a film?	1
5666	11137	11138	What are the best new 3d printers or inventions that most people don't know about?	What are the best new smartphone inventions that most people don't know about?	0
5667	11139	11140	Is it true that Arnab Goswami quit Times Now? If so, why?	Why is Arnab Goswami resigned as the Editor-in Chief of Times Now and ET Now?	1
5668	11141	11142	What is the best music visualizer?	What is the best software for Visuals synched to music?	0
5669	11143	11144	How do we check PF (Provident Funding) amount in our account?	I quit my job after 20 days and an amount of 300Rs was deducted from my salary as PF. since it's my first job,they say no PF account number generated?	0
5670	11145	11146	What defines a shallow person?	"How do you define someone as being a ""good person""?"	0
5671	11147	11148	What one exercise will help me lose belly fat?	How do i remove belly fat?	1
5672	11149	11150	What advice would you give to a first time visitor to Taiwan?	What advice can you give to a first-time visitor to Sweden?	0
5673	11151	11152	Does superhuman exist?	Do superhumans exist?	1
5674	11153	11154	How do I finish 4 essays in 3 days?	How do I get a job as a software engineer with only 3/4 of my degree finished?	0
5675	11155	11156	What is the career outlook for software testing/quality assurance engineer?	Is software quality assurance a good career? Why or why not?	0
5676	11157	11158	I lost my phone and sim card...is there any way to activate whatsapp with lost number?	I lost my phone and I want to recover my whatsapp messages to new phone of same number. Is it possible?	0
5677	11159	11160	As an MFT, how can I increase my income? Other than by seeing more clients.	How can I have more than one source of income?	0
5678	11161	11162	How will World War 3 be like?	Is another world war even possible?	0
5679	11163	11164	What are the best questions to ask a girl when you first meet her?	A girl has offered me to ask her a question. What should I ask?	0
5680	11165	11166	How can one get a duplicate Income Tax Return (ITR)  acknowledgement,  if the original the one is lost?	Will I get ITR form if I have to pay income tax?	0
5681	11167	11168	Will the value of Indian rupee increase after the ban of 500 and 1000 rupee notes?	What will be the impact of banning Rs. 500 and Rs. 1000 on the Indian economy?	1
5682	11169	11170	Is Lî Zhì Xù a good Chinese name?	Is 恬莉 a good Chinese name?	0
5683	11171	11172	What is mining engineering?	What does a mining engineer do?	1
5684	11173	9988	How do you know if you're a psychopath and how do you change?	How do you know if you are a psychopath?	1
5685	11174	11175	How could we know that we are falling in love?	How do you know if you are in love with your crush?	1
5686	11176	11177	What does it mean when a guy asks you to eat you?	If a guy asks a girl to come over to his place late for their second date, does that mean that he is not serious about her?	0
5687	11178	11179	Why can’t dogs talk?	Can dogs talk?	0
5688	11180	11181	What's the difference between an LCD and an LED monitor?	What's the difference between LEDs and LCDs?	0
5689	11182	11183	Why hasn't anyone 3D printed beds for prisons yet to reduce ability to fashion weapons out of metal and therefore reduce violence?	How do 3D-printed guns work?  Don't they need some metal components?	0
5690	11184	11185	How do you add desktop shortcuts in Ubuntu?	What is shutdown shortcut keys for Ubuntu 15.0.4?	0
5691	11186	11187	Will we ever find a cure for diabetes or is this condition with us to stay?	Will there ever be a cure for diabetes?	1
5692	11188	11189	I've recently joined MBBS. I'm panicking as hell about how to study, the right material, everything. Really need guidance. How should I handle this?	As a doctor yourself, what advice would you give to a student just starting med school in India?	0
5693	11190	11191	What happens when the last Bitcoin is mined (if that is even possible)? Will there still be incentive to run the computers which were mining these bitcoins to run the public ledgers?	I have got 5 pentium 4 computers that I can run to do bitcoin mining. How much Bitcoins can I mine in a week?	0
5694	11192	11193	How you say lover in Hindi?	How can police identify a person without an ID?	0
5695	11194	11195	When was the last time you felt completely stress free or happy?	When was the last time you were truly happy?	1
5696	11196	11197	How does human body produce insulin?	How does the human body produce blood?	0
5697	11198	11199	What is the first thing that comes to your mind when you hear the word sex?	"What is the first thing that comes to your mind when you hear the word ""Allah""?"	0
5698	11200	11201	Why do people want to own an iPhone?	Why can't the people who manufacture iPhones quit their jobs and create their own iPhones to sell?	0
5699	11202	11203	What is the salary of IIT teachers?	What is the salary of a professor in IIT?	1
5700	11204	11205	Why is reducing individual and societal ecological footprint necessary and important?	Why is the significance of animal husbandry and importance of reducing meat consumption largely ignored by environmental organizations?	0
5701	11206	11207	How can I stop mouth breathing while sleeping at night?	I've got three sleep paralysis last night? How can I stop this?	0
5702	11208	11209	How often should you apply a face mask?	Can we use two face packs a day? And how often should we use a face pack?	0
5703	11210	11211	I used to be a very bright student at the time of my schooling but after joining my college I am not able to score marks, not even close to what my potential is. I study more than most of the people, still something is going wrong somehow. Any thoughts on this?	Even after studying for hours daily I was not able to score good in exams . Now I am feeling demoralized since my friends score more than me even after spending less time studying .? What should I do?	0
5704	11212	11213	Why is Saltwater taffy candy imported in The Bahamas?	Why is salt water taffy candy either imported or unknown outside the USA?	1
5705	11214	11215	Why do you not believe anything in the Bible?	How can English be a completely different language after one millenia? Will it be different in another millenia?	0
5706	11216	11217	Do you put a top coat on matte nail polish?	Do you put top coat on matte nail polish?	1
5707	11218	11219	How would you describe the relationship between the United States of America and the Philippines?	Describe your experience as an expat in the United States of America. What makes it so bad?	0
5708	11220	11221	What do I use to clean my crystal meth?	How do I purify meth?	1
5709	11222	11223	How are rocks and minerals similar and different?	How do minerals and rocks differ? How do they relate?	1
5710	11224	11225	How can one get a WiFi password using an IP address in an Android mobile?	How do you find your WiFi IP address?	0
5711	11226	9188	How can I increase a new website organic search traffic?	How can I increase my website organic search traffic?	1
5712	11227	11228	What are some problems you face everyday?	What problems do you face everyday?	1
5713	11229	11230	What is the formula use to produce catfish feed for faster growth?	What are the different metrics one would use to measure the health, growth and engagement of a website product? For example the Quora's main feed.	0
5714	11231	11232	What happens if we submit a fake marriage certificate to multinational company?	What if we submit fake marriage certificate in mnc?	1
5715	11233	9703	If universe expansion create more gravitational dark and vacuum energy without limit?	If more vacuum energy appears with expansion and it has no limit, can infinite of this energy be created? If yes is energy infinite?	1
5716	11234	11235	How do I cure my food allergy?	How can you overcome food allergies?	1
5717	11236	11237	Can the level of economic development represent the level of civilization? Assuming your answer is no, explain why?	Can the level of economic development represent the level of civilisation?	1
5718	11238	11239	What is it like to report to Dick Costolo at Twitter?	How does Dick Costolo (Twitter CEO) feel about his name?	0
5719	11240	11241	How do I tie a tie differently?	How do I tie a tie different from others?	1
5720	11242	11243	How was Ghost Adventures exposed as a fake show?	Can you see ghosts?	0
5721	11244	11245	How can we view private Instagram pictures without following them?	How can someone hack a private Instagram account to see their pictures without actually following them? (without InstagramPrivateProfileView-scsm pls)	0
5722	11246	11247	What is geography used for?	What is geography?	0
5723	11248	11249	Are there any antihistamines that are not anticholergenic?	Are there any drugs you cannot take with antihistamine?	0
5724	11250	11251	What is the difficulty level and syllabus of the BITSAT bonus questions?	What is the difficulty level of BITSAT bonus questions?	0
5725	11252	11253	What makes us good human?	What makes us a good human being?	1
5726	11254	11255	If everything is consciousness, is everything conscious?	Is consciousness always consciousness of something?	0
5727	2531	11256	How do I can hack wifi?	Can I hack Wi-Fi?	1
5728	11257	11258	What is the fastest Internet speed in India?	What is the maximum internet speed in India?	1
5729	11259	11260	Which outlaw motorcycle clubs accept Jews?	What is the ranking structure in a motorcycle club?	0
5730	11261	11262	What are the most popular names in The Sims?	What is the most popular name?	0
5731	11263	11264	How can I lose 10 Kilos?	What are the best was to lose weight?	1
5732	11265	11266	How hard is it to practice water polo compared to aquajogging?	How hard is it to practice water polo compared to kiteboating?	0
5733	11267	11268	What would be the effect of towing our nuclear waste into the middle of the ocean and sinking it into one of the deeper trenches?	If a nuclear reactor dropped in the ocean does practically nothing to harm the environment, why not just dump all radioactive waste in the ocean?	0
5734	11269	5867	Where can I buy special flavor cupcake at Gold Coast?	Where can I found different cupcake flavors in Gold Coast?	1
5735	11270	11271	When is surge pricing on Uber generally in effect in Kitchener, ON and how high does it go?	When is surge pricing on Uber generally in effect in Indianapolis and how high does it go?	0
5736	11272	11273	Should I buy the Dell U2415 monitor or U2417H?	Why should I only buy a Dell computer?	0
5737	11274	11275	Will the HTC 816g get a Lollipop update?	Can the HTC 820 and 820S get Lollipop updates?	0
5738	11276	11277	What is Africa standpoint on trade and protection?	What is the impact of the Arab slave trade on Africa?	0
5739	11278	11279	What is Facebook built with?	How was Facebook built?	0
5740	11280	11281	In a ticket booked for one couple, if one passenger gets a confirmed berth, and the other is still waitlisted after chart preparation, can the waitlisted passenger board the train?	Is it okay to book a ticket with a different station as the departure point and board the train from a different one?	0
5741	11282	11283	Why do metals appear to feel colder than other stuff like wood or plastic?	Why do we feel that some materials are colder than others?	1
5742	11284	11285	Does it matter where I do my masters?	Does it matter where I get my Masters?	1
5743	11286	11287	Which are some of the best movies of 2016?	What is the best latest movie?	1
5744	11288	11289	What is the analog of insulin receptors/signalling in yeast?	How do I make rice yeast at home?	0
5745	11290	11291	How does a precision rectifier work?	Why we use precision rectifier?	1
5746	11292	11293	Should I do a MBA or a PHD after a degree in engineering?	What are the PhD options in US after MBA?	0
5747	11294	11295	How can I make 1 million dollars with none to start?	How did you make your first million dollars?	0
5748	11296	11297	What is the difference between digital and software consulting?	What are the steps to start a software consulting firm?	0
5749	11298	11299	Was the Black Panther Party successful? Why or why not?	What was the Black Panther Party?	0
5750	11300	11301	What is the suffix of the word 'predatory'?	Why do people with terrible depression continue living?	0
5751	7800	8154	What is a way to make money online?	What is an easy way make money online?	1
5752	11302	11303	When & how did Switzerland become so rich?	How did the Switzerland become rich being a landlocked country?	1
5753	11304	11305	What do Americans think when they realize that the US is currently bombing 7 countries?	How do I mention that I am an engineering college dropout in my CV?	0
5754	11306	11307	Can I use cast screen without a smart tv?	Is it possible to use a smart tv like a computer?	0
5755	4405	11308	Is there any way to recover an e-mail in Gmail after it's deleted from the trash?	Is there any way to recover e-mails that were deleted from a Gmail account?	1
5756	11309	11310	What are the advantages if I don't masturbate?	Dating and Relationships: I am horny often and masturbate 3 times every day. I don't have a girlfriend. What should I do?	0
5757	11311	11312	What is the most popular social media site?	What are the most popular social media sites in Japan?	0
5758	11313	11314	What is the best age to get married for a woman?	What's the best age for girls to get married?	1
5759	1942	1441	Where can I find a good hacker?	How can I hire a hacker?	1
5760	11315	11316	Do guys like girls with big round eyes?	Do guys like girls with big beautiful eyes?	0
5761	11317	11318	Would ISPs block forums without net neutrality?	Would ISPs block forum sites and why wouldn't they?	1
5762	11319	11320	What is that one story or incident that truly depicts the spirit of Delhi?	What is that one story or incident you think truly depicts the spirit of Mumbai?	0
5763	11321	11322	How do l improve my communication skills?	How can I improve my communication effectively?	1
5764	11323	11324	What would today be like if hitler had won WWII?	What would the world have been today if Hitler had won the World war 2?	1
5765	11325	11326	How does Google Analytics on mobile know age and gender?	In Google Analytics, how can I plot an overtime line chart of the percentage of visitors from mobile devices out of total number of visitors?	0
5766	11327	11328	Which is a suitable inpatient drug and alcohol rehab center near Clayton County GA?	Which is a good inpatient drug and alcohol rehab center near Wheeler County GA?	0
5767	11329	11330	How do I become successful in my life?	How I will become successful in my life?	1
5768	11331	11332	What are the best ways to study/memorize things?	What is the best way to memorize things?	1
5769	11333	11334	What are the days of the week based on?	What do you do of your day in a week?	0
5770	11335	8042	How do you tell a narcissist they are narcissist?	How can I tell if I’m a narcissist?	0
5771	11336	11337	I am trying to implement FragmentPagerAdapter with dynamic number of Pages. However, I am getting empty screen in my app. How should I proceed?	Job profile of electronics engineer in Indian Inspection Service (Directorate General of Supply and Disposals)?	0
5772	11338	11339	Passports: I have filed my online passport application form, submitted it and taken an appointment also. But now I have found a mistake in it. Can I rectify it at the PSK on the appointment date? What can I do now?	How do you correct a mistake in the passport application after being submitted?	0
5773	11340	11341	How can we lose 20 kgs in 2 months?	How do I lose 20 kg in 2 months?	1
5774	11342	11343	How will black money and corruption be stopped by banning 500 and 1000 notes?	How can black money brought out by discontinuing 500 and 1000 notes?	1
5775	11344	11345	"What is the moral of Leo Tolstoy's short story ""Alyosha the Pot""?"	Was Goethe as good of a writer as Leo Tolstoy or James Joyce?	0
5776	11346	11347	"What is the meaning of ""No bird soars too high, if he soars with his own wings""?"	"What is the meaning of ""delta wing"" related to an aircraft?"	0
5777	1258	11348	How do I develop my presence of mind?	How do I improve presence of mind?	1
5778	11349	11350	What is the square root of -4?	What is the square root of (1/-4)?	0
5779	11351	11352	Eb-2 Visa: Just got married! My husband's EB2 application has just been approved. Can he include me as his derivative and ammend his records in USCIS?	My husband was here seeking asylum before we got married, what should I do so he can get his green card? Does being married change his status?	0
5780	11353	11354	How should I lose weight from my face?	How can I lose weight from my body without losing weight from my face?	0
5781	11355	11356	What are your strongest beliefs that many people disagree with?	Does religious belief make people more moral?	0
5782	11357	11358	How can I gain weight in a healthy way?	How do I gain weight fast, without expensive supplements?	0
5783	11359	11360	How can I score good marks in GRE?	How do I prepare for GRE?	0
5784	11361	11362	Which is the premier institute to prepare for CFA?	Which is the best coaching class for CFA Level 1 in Mumbai?	0
5785	11363	11364	Will religion ever die?	Will religion ever die out?	1
5786	11365	11366	I am 24 earning 1 lakh per month in Bangalore and received one more offer should I work or not? How should I manage the work?	I have 4.5 lakhs saved up in my bank account and earn 50k per months.I have earned that money working on projects. I am 20 years and want to generate passive income. What should I do with the money or how should I invest it?	0
5787	11367	11368	What are the best street foods in delhi?	What are the best street food places of delhi?	0
5788	11369	11370	Why do we use chi-square test?	What is the chi-square test and how is it applied?	1
5789	11371	11372	How many calories are burn in stair climbing 150 stairs?	How many calories do you burn climbing 125 stairs?	0
5790	2711	11373	What is the best method of losing weight?	What is the most effective everlasting method of losing weight?	1
5791	11374	11375	What is the difference between Computer Engineering and Computer Science and Engineering? Which one has more opportunities and future?	Which engineering has more opportunities: computer science or electrical?	0
5792	9017	4478	What is the best laptop under 30k for students?	Which laptop is best to buy within the range of 30000rs?	1
5793	11376	11377	What would happen to earth if it was caught by a black hole?	If a tiny black hole hits earth, what will happen?	0
5794	11378	11379	Does masturbation restrict you from gaining weight?	What should I do to become fat?	0
5795	11380	11381	Is it possible to search for Facebook groups in order of popularity or number of persons?	What is the minimum number of groups can I add in Facebook in a day?	0
5796	11382	11383	Should President Obama pardon Hillary Clinton for her crimes?	Question That Contains Assumptions: Will Barack Obama pardon Hillary Clinton?	1
5797	11384	11385	How can I install Windows 7 on a device bought with Windows 8 installed?	Can I install Windows 8.1 on a device bought with Windows 7 installed?	0
